x-min,y-mni,z-mni,x-tal,y-tal,z-tal,dist1,BA1,AnatA1,AnatB1,dist2,BA2,AnatA2,AnatB2,dist3,BA3,AnatA3,AnatB3
25,-25,-27,25,-25,-21,1,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,8,Brodmann area 28,Parahippocampal Gyrus,Limbic Lobe
32,-25,-27,32,-25,-21,4,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,5,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
39,-25,-27,39,-25,-21,4,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,10,Hippocampus,Parahippocampal Gyrus,Limbic Lobe
46,-25,-27,46,-25,-21,4,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,9,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,14,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
53,-25,-27,52,-25,-21,2,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,10,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,13,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
60,-25,-27,59,-25,-21,2,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,9,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,17,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe
-59,-18,-27,-58,-19,-22,3,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 21,Inferior Temporal Gyrus,Temporal Lobe,22,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-52,-18,-27,-51,-19,-22,3,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,9,Brodmann area 21,Inferior Temporal Gyrus,Temporal Lobe,16,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-45,-18,-27,-45,-19,-22,4,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,12,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,12,Hippocampus,Parahippocampal Gyrus,Limbic Lobe
-38,-18,-27,-38,-19,-22,3,Brodmann area 20,Sub-Gyral,Temporal Lobe,5,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,8,Hippocampus,Parahippocampal Gyrus,Limbic Lobe
-31,-18,-27,-31,-19,-22,4,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,7,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 20,Uncus,Limbic Lobe
32,-18,-27,32,-19,-22,4,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,7,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 20,Uncus,Limbic Lobe
39,-18,-27,39,-19,-22,3,Brodmann area 20,Sub-Gyral,Temporal Lobe,6,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,8,Hippocampus,Parahippocampal Gyrus,Limbic Lobe
46,-18,-27,46,-19,-22,4,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,12,Brodmann area 21,Inferior Temporal Gyrus,Temporal Lobe,13,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
53,-18,-27,52,-19,-22,3,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 21,Inferior Temporal Gyrus,Temporal Lobe,17,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
60,-18,-27,59,-19,-22,3,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,9,Brodmann area 21,Inferior Temporal Gyrus,Temporal Lobe,22,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe
-59,-11,-27,-58,-12,-22,3,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 21,Inferior Temporal Gyrus,Temporal Lobe,20,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-52,-11,-27,-51,-12,-22,5,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,6,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,17,Hippocampus,Parahippocampal Gyrus,Limbic Lobe
-38,-11,-27,-38,-12,-22,2,Brodmann area 20,Sub-Gyral,Temporal Lobe,7,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,11,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-31,-11,-27,-31,-12,-22,6,Brodmann area 20,Uncus,Limbic Lobe,6,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-24,-11,-27,-24,-12,-22,2,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,5,Brodmann area 28,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-17,-11,-27,-17,-12,-22,3,Brodmann area 28,Parahippocampal Gyrus,Limbic Lobe,4,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,5,Brodmann area 34,Uncus,Limbic Lobe
18,-11,-27,18,-12,-22,3,Brodmann area 28,Parahippocampal Gyrus,Limbic Lobe,3,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 34,Uncus,Limbic Lobe
25,-11,-27,25,-12,-22,3,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 28,Parahippocampal Gyrus,Limbic Lobe
32,-11,-27,32,-12,-22,6,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 20,Uncus,Limbic Lobe,7,Brodmann area 28,Uncus,Limbic Lobe
39,-11,-27,39,-12,-22,2,Brodmann area 20,Sub-Gyral,Temporal Lobe,8,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,11,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
53,-11,-27,52,-12,-22,4,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,6,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,18,Hippocampus,Parahippocampal Gyrus,Limbic Lobe
60,-11,-27,59,-12,-22,2,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 21,Inferior Temporal Gyrus,Temporal Lobe,20,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-59,-4,-27,-58,-5,-22,3,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,4,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,17,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-52,-4,-27,-51,-5,-22,2,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,3,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,13,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-31,-4,-27,-31,-5,-22,6,Amygdala,Uncus,Limbic Lobe,7,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,9,Brodmann area 28,Uncus,Limbic Lobe
-24,-4,-27,-24,-5,-22,2,Amygdala,Uncus,Limbic Lobe,5,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 28,Uncus,Limbic Lobe
-17,-4,-27,-17,-5,-22,2,Brodmann area 28,Uncus,Limbic Lobe,3,Brodmann area 34,Uncus,Limbic Lobe,4,Amygdala,Uncus,Limbic Lobe
18,-4,-27,18,-5,-22,2,Brodmann area 28,Uncus,Limbic Lobe,3,Amygdala,Uncus,Limbic Lobe,3,Brodmann area 34,Uncus,Limbic Lobe
25,-4,-27,25,-5,-22,3,Amygdala,Uncus,Limbic Lobe,6,Brodmann area 35,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 28,Uncus,Limbic Lobe
32,-4,-27,32,-5,-22,7,Amygdala,Uncus,Limbic Lobe,7,Hippocampus,Parahippocampal Gyrus,Limbic Lobe,9,Brodmann area 28,Uncus,Limbic Lobe
60,-4,-27,59,-5,-22,3,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,17,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-59,3,-27,-58,2,-23,3,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,8,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,11,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-52,3,-27,-51,2,-23,2,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-31,3,-27,-31,2,-23,4,Brodmann area 28,Uncus,Limbic Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe
-24,3,-27,-24,2,-23,4,Brodmann area 28,Uncus,Limbic Lobe,5,Amygdala,Uncus,Limbic Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-17,3,-27,-17,2,-23,1,Brodmann area 28,Uncus,Limbic Lobe,3,Brodmann area 34,Uncus,Limbic Lobe,7,Brodmann area 36,Uncus,Limbic Lobe
18,3,-27,18,2,-23,1,Brodmann area 28,Uncus,Limbic Lobe,3,Brodmann area 34,Uncus,Limbic Lobe,6,Brodmann area 36,Uncus,Limbic Lobe
25,3,-27,25,2,-23,4,Brodmann area 28,Uncus,Limbic Lobe,5,Amygdala,Uncus,Limbic Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
32,3,-27,32,2,-23,5,Brodmann area 28,Uncus,Limbic Lobe,6,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 34,Parahippocampal Gyrus,Limbic Lobe
53,3,-27,52,2,-23,3,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
60,3,-27,59,2,-23,3,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,9,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,11,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe
-52,10,-27,-51,9,-23,2,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,11,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
-45,10,-27,-45,9,-23,1,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,3,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,12,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
-38,10,-27,-38,9,-23,5,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,9,Brodmann area 28,Uncus,Limbic Lobe
-31,10,-27,-31,9,-23,3,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 28,Uncus,Limbic Lobe,7,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
32,10,-27,32,9,-23,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 28,Uncus,Limbic Lobe,8,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
39,10,-27,39,9,-23,5,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,10,Brodmann area 28,Uncus,Limbic Lobe
46,10,-27,46,9,-23,1,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,2,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,11,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
53,10,-27,52,9,-23,1,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,11,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
-45,17,-27,-45,15,-23,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,11,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
-38,17,-27,-38,15,-23,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,12,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-31,17,-27,-31,15,-23,2,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,3,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,10,Brodmann area 28,Uncus,Limbic Lobe
32,17,-27,32,15,-23,1,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,11,Brodmann area 28,Uncus,Limbic Lobe
39,17,-27,39,15,-23,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe,11,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
46,17,-27,46,15,-23,4,Brodmann area 38,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,12,Brodmann area 47,Inferior Frontal Gyrus,Frontal Lobe
-10,24,-27,-10,22,-24,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,4,Brodmann area 47,Orbital Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-3,24,-27,-3,22,-24,1,Brodmann area 11,Rectal Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,11,Brodmann area 47,Orbital Gyrus,Frontal Lobe
4,24,-27,4,22,-24,1,Brodmann area 11,Rectal Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,10,Brodmann area 47,Orbital Gyrus,Frontal Lobe
11,24,-27,11,22,-24,3,Brodmann area 11,Rectal Gyrus,Frontal Lobe,3,Brodmann area 47,Orbital Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-10,31,-27,-10,29,-24,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,3,Brodmann area 47,Orbital Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-3,31,-27,-3,29,-24,0,Brodmann area 11,Rectal Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,10,Brodmann area 47,Orbital Gyrus,Frontal Lobe
4,31,-27,4,29,-24,1,Brodmann area 11,Rectal Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe,9,Brodmann area 47,Orbital Gyrus,Frontal Lobe
11,31,-27,11,29,-24,2,Brodmann area 47,Orbital Gyrus,Frontal Lobe,3,Brodmann area 11,Rectal Gyrus,Frontal Lobe,8,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-10,38,-27,-10,36,-24,1,Brodmann area 11,Rectal Gyrus,Frontal Lobe,5,Brodmann area 47,Orbital Gyrus,Frontal Lobe,11,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-3,38,-27,-3,36,-24,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,11,Brodmann area 47,Orbital Gyrus,Frontal Lobe,12,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
4,38,-27,4,36,-24,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,10,Brodmann area 47,Orbital Gyrus,Frontal Lobe,12,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
11,38,-27,11,36,-24,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,4,Brodmann area 47,Orbital Gyrus,Frontal Lobe,11,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-10,45,-27,-10,42,-25,1,Brodmann area 11,Rectal Gyrus,Frontal Lobe,10,Brodmann area 47,Orbital Gyrus,Frontal Lobe,17,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-3,45,-27,-3,42,-25,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,14,Brodmann area 47,Orbital Gyrus,Frontal Lobe,17,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe
4,45,-27,4,42,-25,3,Brodmann area 11,Rectal Gyrus,Frontal Lobe,13,Brodmann area 47,Orbital Gyrus,Frontal Lobe,17,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe
11,45,-27,11,42,-25,1,Brodmann area 11,Rectal Gyrus,Frontal Lobe,10,Brodmann area 47,Orbital Gyrus,Frontal Lobe,17,Brodmann area 25,Medial Frontal Gyrus,Frontal Lobe
-10,52,-27,-10,49,-25,2,Brodmann area 11,Orbital Gyrus,Frontal Lobe,17,Brodmann area 47,Orbital Gyrus,Frontal Lobe,18,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe
-3,52,-27,-3,49,-25,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,17,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,20,Brodmann area 47,Orbital Gyrus,Frontal Lobe
4,52,-27,4,49,-25,2,Brodmann area 11,Rectal Gyrus,Frontal Lobe,17,Brodmann area 10,Medial Frontal Gyrus,Frontal Lobe,19,Brodmann area 47,Orbital Gyrus,Frontal Lobe
11,52,-27,11,49,-25,2,Brodmann area 11,Orbital Gyrus,Frontal Lobe,17,Brodmann area 47,Orbital Gyrus,Frontal Lobe,18,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe
-52,-60,-20,-51,-59,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,4,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,8,Brodmann area 19,Fusiform Gyrus,Temporal Lobe
-45,-60,-20,-45,-59,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 19,Fusiform Gyrus,Occipital Lobe,9,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe
-38,-60,-20,-38,-59,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 19,Fusiform Gyrus,Occipital Lobe,15,Brodmann area 18,Lingual Gyrus,Occipital Lobe
39,-60,-20,39,-59,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 19,Fusiform Gyrus,Occipital Lobe,14,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe
46,-60,-20,46,-59,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,8,Brodmann area 19,Fusiform Gyrus,Occipital Lobe
53,-60,-20,52,-59,-14,3,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,4,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,8,Brodmann area 19,Fusiform Gyrus,Temporal Lobe
-59,-53,-20,-58,-52,-14,3,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,3,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,11,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-52,-53,-20,-51,-52,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,3,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,11,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
-45,-53,-20,-45,-52,-14,3,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,13,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
-38,-53,-20,-38,-52,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,13,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,14,Brodmann area 19,Fusiform Gyrus,Occipital Lobe
-31,-53,-20,-31,-52,-14,6,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,9,Brodmann area 19,Fusiform Gyrus,Occipital Lobe,12,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
32,-53,-20,32,-52,-14,5,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,10,Brodmann area 19,Fusiform Gyrus,Occipital Lobe,12,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
39,-53,-20,39,-52,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,13,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,14,Brodmann area 19,Fusiform Gyrus,Occipital Lobe
46,-53,-20,46,-52,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,12,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
53,-53,-20,52,-52,-14,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,3,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,11,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe
60,-53,-20,59,-52,-14,2,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,4,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,11,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-59,-46,-20,-58,-45,-15,3,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,4,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,9,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-52,-46,-20,-51,-45,-15,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,8,Brodmann area 36,Fusiform Gyrus,Temporal Lobe
-45,-46,-20,-45,-45,-15,2,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,8,Brodmann area 36,Fusiform Gyrus,Temporal Lobe,9,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe
-38,-46,-20,-38,-45,-15,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,6,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,10,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-31,-46,-20,-31,-45,-15,3,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,9,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
32,-46,-20,32,-45,-15,3,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,10,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
39,-46,-20,39,-45,-15,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,11,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
46,-46,-20,46,-45,-15,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 36,Fusiform Gyrus,Temporal Lobe,8,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe
53,-46,-20,52,-45,-15,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,4,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,8,Brodmann area 36,Fusiform Gyrus,Temporal Lobe
60,-46,-20,59,-45,-15,4,Brodmann area 20,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,9,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-66,-39,-20,-65,-39,-15,5,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,11,Brodmann area 37,Middle Temporal Gyrus,Temporal Lobe
-59,-39,-20,-58,-39,-15,2,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,5,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,7,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-52,-39,-20,-51,-39,-15,1,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,4,Brodmann area 20,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 36,Fusiform Gyrus,Temporal Lobe
-45,-39,-20,-45,-39,-15,2,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 36,Fusiform Gyrus,Temporal Lobe
-38,-39,-20,-38,-39,-15,1,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-31,-39,-20,-31,-39,-15,2,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,4,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,6,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
-24,-39,-20,-24,-39,-15,5,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,7,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
25,-39,-20,25,-39,-15,4,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
32,-39,-20,32,-39,-15,1,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,6,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
39,-39,-20,39,-39,-15,2,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,4,Brodmann area 37,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe
46,-39,-20,46,-39,-15,2,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,5,Brodmann area 36,Fusiform Gyrus,Temporal Lobe,6,Brodmann area 20,Fusiform Gyrus,Temporal Lobe
53,-39,-20,52,-39,-15,1,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,3,Brodmann area 20,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 36,Fusiform Gyrus,Temporal Lobe
60,-39,-20,59,-39,-15,2,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,6,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe
-66,-32,-20,-65,-32,-15,3,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,4,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,15,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe
-59,-32,-20,-58,-32,-15,3,Brodmann area 20,Inferior Temporal Gyrus,Temporal Lobe,6,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe,10,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe
-52,-32,-20,-51,-32,-15,6,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 37,Inferior Temporal Gyrus,Temporal Lobe,9,Brodmann area 36,Fusiform Gyrus,Temporal Lobe
-45,-32,-20,-45,-32,-15,4,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,6,Brodmann area 36,Fusiform Gyrus,Temporal Lobe,7,Brodmann area 37,Fusiform Gyrus,Temporal Lobe
-38,-32,-20,-38,-32,-15,2,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,3,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,6,Brodmann area 37,Fusiform Gyrus,Temporal Lobe
-31,-32,-20,-31,-32,-15,3,Brodmann area 36,Parahippocampal Gyrus,Limbic Lobe,4,Brodmann area 20,Fusiform Gyrus,Temporal Lobe,5,Brodmann area 37,Fusiform Gyrus,Temporal Lobe
